split,image_name,image_path,mask_path,has_mask,is_valid_pair,height,width,mask_height,mask_width,num_unique_labels,labels_present,ignore_ratio,dominant_label,dominant_label_name,brightness_mean,brightness_std,dark_ratio,bright_ratio,saturation_mean,edge_strength,r_mean,g_mean,b_mean,night_score,rain_like_score,day_like_score
train,00e9be89-00001760.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001760.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001760_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,6,7,8,9,10,13,255",0.06637586805555555,10,sky,0.6046332716941833,0.22172151505947113,0.047919921875,0.2720225694444444,0.17583158612251282,0.014897424727678299,0.5403854250907898,0.6263102889060974,0.6571409106254578,0.39900067,0.40326288,0.6102568
train,00e9be89-00001780.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001780.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001780_train_id.png,True,True,720,1280,720,1280,13,"0,1,2,4,5,7,8,9,10,13,14,15,255",0.07873480902777778,10,sky,0.5778710246086121,0.20513801276683807,0.07349283854166666,0.137822265625,0.26217180490493774,0.014780428260564804,0.4752015769481659,0.609997570514679,0.6796491742134094,0.3870282,0.38348734,0.61016357
train,6e051427-45e0bd8f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/6e051427-45e0bd8f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/6e051427-45e0bd8f_train_id.png,True,True,720,1280,720,1280,9,"0,5,7,8,9,10,13,14,255",0.03814453125,10,sky,0.577731192111969,0.20742182433605194,0.07448784722222222,0.05417643229166667,0.25736045837402344,0.007218506187200546,0.4660927355289459,0.6129036545753479,0.686884880065918,0.38800895,0.38398808,0.610059
train,b30af183-e9209104.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/b30af183-e9209104.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/b30af183-e9209104_train_id.png,True,True,720,1280,720,1280,10,"0,1,5,7,8,10,13,14,15,255",0.2662185329861111,10,sky,0.5971558690071106,0.27304714918136597,0.08093207465277778,0.36560221354166667,0.08446051180362701,0.008065540343523026,0.5579503178596497,0.6158814430236816,0.6022010445594788,0.41724265,0.4082641,0.6098482
train,06e5e084-8b8f8f3b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06e5e084-8b8f8f3b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06e5e084-8b8f8f3b_train_id.png,True,True,720,1280,720,1280,9,"0,2,3,5,8,9,10,13,255",0.10861111111111112,10,sky,0.6212694048881531,0.18818221986293793,0.008353949652777777,0.15327799479166668,0.20784394443035126,0.011379837989807129,0.532536506652832,0.6540576219558716,0.681377649307251,0.39115232,0.40929538,0.60952425
train,c53221aa-4ef98335.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/c53221aa-4ef98335.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/c53221aa-4ef98335_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,3,4,5,7,8,9,10,255",0.07934136284722222,10,sky,0.6077334880828857,0.23504695296287537,0.06346788194444444,0.3371451822916667,0.14542365074157715,0.010431256145238876,0.5731256604194641,0.6338755488395691,0.561491072177887,0.40539202,0.40862155,0.60923713
train,6306c8ad-cbdb1d0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/6306c8ad-cbdb1d0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/6306c8ad-cbdb1d0c_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,6,7,8,10,11,13,255",0.03568576388888889,13,car,0.5153778195381165,0.37152010202407837,0.3145659722222222,0.3504144965277778,0.0810607373714447,0.016108937561511993,0.49597659707069397,0.5195358395576477,0.548623263835907,0.43321875,0.3707592,0.6090153
val,8b906426-5c6e0001.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/8b906426-5c6e0001.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/8b906426-5c6e0001_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,6,7,8,10,13,255",0.2577398003472222,10,sky,0.5942871570587158,0.2980918884277344,0.12474717881944444,0.4218576388888889,0.04908762499690056,0.006012186873704195,0.5779101848602295,0.6025232672691345,0.5938791036605835,0.42586476,0.41099787,0.6089059
train,1c2dd167-4425760b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1c2dd167-4425760b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1c2dd167-4425760b_train_id.png,True,True,720,1280,720,1280,9,"0,3,5,7,8,9,10,13,255",0.011935763888888888,10,sky,0.6068384647369385,0.1886468082666397,0.057215711805555555,0.12902994791666667,0.24653947353363037,0.014792902395129204,0.5208678841590881,0.6347532868385315,0.6849440932273865,0.3878273,0.40016475,0.6086258
train,2f1f0f56-c921bc72.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2f1f0f56-c921bc72.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2f1f0f56-c921bc72_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,9,10,13,255",0.016204427083333334,10,sky,0.5360615849494934,0.3353576362133026,0.13309027777777777,0.35070203993055554,0.0498969592154026,0.01047326996922493,0.5326912999153137,0.5380184054374695,0.5347473621368408,0.43170097,0.38523802,0.60856795
train,0b3cc618-5302eb7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0b3cc618-5302eb7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0b3cc618-5302eb7f_train_id.png,True,True,720,1280,720,1280,6,"0,5,10,13,14,255",0.09143337673611111,10,sky,0.5383875370025635,0.2669036090373993,0.15015733506944445,0.16102864583333334,0.20811164379119873,0.005109870806336403,0.4435029625892639,0.5737544298171997,0.6045985817909241,0.40402892,0.3722698,0.6084223
train,02e755bd-b0da517c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02e755bd-b0da517c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02e755bd-b0da517c_train_id.png,True,True,720,1280,720,1280,9,"0,5,7,8,9,10,13,14,255",0.1727907986111111,10,sky,0.6396400928497314,0.1976161003112793,0.057769097222222225,0.13872721354166667,0.1790909767150879,0.010418937541544437,0.5552544593811035,0.670988917350769,0.6937056183815002,0.39708892,0.4214435,0.60819227
train,7b966290-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/7b966290-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/7b966290-00000000_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,10,11,13,255",0.1316189236111111,0,road,0.5936676263809204,0.22353512048721313,0.047930772569444446,0.1597677951388889,0.1809893101453781,0.013838240876793861,0.4984935224056244,0.6360592246055603,0.6227444410324097,0.40076518,0.4007846,0.60819197
train,00e9be89-00001215.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001215.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001215_train_id.png,True,True,720,1280,720,1280,10,"0,2,4,5,7,8,10,13,14,255",0.10223958333333333,10,sky,0.6691067218780518,0.1970140039920807,0.016324869791666665,0.3690635850694444,0.11953561753034592,0.006560144014656544,0.6160951852798462,0.6891381144523621,0.7009120583534241,0.4038239,0.440648,0.6079743
train,07fae2c2-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07fae2c2-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07fae2c2-00000000_train_id.png,True,True,720,1280,720,1280,15,"0,1,2,5,6,7,8,9,10,11,12,13,15,18,255",0.07754123263888889,10,sky,0.57924884557724,0.3078306019306183,0.14128580729166668,0.38954752604166665,0.05234688147902489,0.014478188008069992,0.5534184575080872,0.592462956905365,0.5764802098274231,0.42811745,0.4054228,0.60775197
train,0f4e8f1e-6ba53d52.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0f4e8f1e-6ba53d52.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0f4e8f1e-6ba53d52_train_id.png,True,True,720,1280,720,1280,12,"0,2,3,4,5,7,8,10,11,13,14,255",0.027426215277777777,10,sky,0.5528506636619568,0.31037092208862305,0.145986328125,0.3782107204861111,0.08533169329166412,0.012755949050188065,0.4966733157634735,0.5781607627868652,0.5693983435630798,0.4250369,0.3909023,0.60755396
train,0711ee3f-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0711ee3f-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0711ee3f-00000000_train_id.png,True,True,720,1280,720,1280,11,"0,2,5,6,7,8,9,10,11,13,255",0.08660373263888889,10,sky,0.5772944688796997,0.28059694170951843,0.09539713541666667,0.3405815972222222,0.0950559675693512,0.00874756183475256,0.5165714025497437,0.6046904921531677,0.5960788726806641,0.41950077,0.40150526,0.6075466
train,36379ca2-90c4d7be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/36379ca2-90c4d7be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/36379ca2-90c4d7be_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,9,10,13,255",0.38083984375,10,sky,0.5650448203086853,0.2859589755535126,0.053731553819444444,0.3922873263888889,0.0809599906206131,0.008040769025683403,0.5203970074653625,0.5816380381584167,0.5962004065513611,0.4220037,0.39787763,0.6074116
train,5b506a56-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/5b506a56-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/5b506a56-00000000_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,8,9,10,13,14,255",0.09511067708333333,10,sky,0.6596841812133789,0.24931156635284424,0.09260850694444445,0.36346571180555554,0.04776410758495331,0.009450597688555717,0.6789618730545044,0.653348445892334,0.6369833946228027,0.4202166,0.44285494,0.60738635
train,00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00de601c-858a8a8d_train_id.png,True,True,720,1280,720,1280,12,"0,2,3,4,5,7,8,9,10,13,14,255",0.09913628472222222,8,vegetation,0.5913694500923157,0.28435784578323364,0.05236111111111111,0.4008430989583333,0.04678274691104889,0.006680302321910858,0.576111376285553,0.5949598550796509,0.6110684275627136,0.4255863,0.4127581,0.60738075
train,53b1b0b0-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/53b1b0b0-00000000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/53b1b0b0-00000000_train_id.png,True,True,720,1280,720,1280,10,"0,5,6,7,8,9,10,13,14,255",0.04517361111111111,10,sky,0.5929498672485352,0.23111863434314728,0.10678493923611111,0.11488389756944445,0.18908162415027618,0.012460430152714252,0.5093875527381897,0.6233109831809998,0.6533149480819702,0.4018295,0.4003087,0.607367
train,467773ee-fa07d52d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/467773ee-fa07d52d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/467773ee-fa07d52d_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,6,7,8,9,10,13,255",0.07406141493055556,10,sky,0.5747880935668945,0.27035823464393616,0.04890190972222222,0.34119249131944446,0.10005094110965729,0.017231881618499756,0.523048996925354,0.592832624912262,0.6174155473709106,0.4175945,0.4006629,0.60736346
train,3cb89982-1e82ba2b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3cb89982-1e82ba2b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3cb89982-1e82ba2b_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,7,8,9,10,13,14,255",0.07061848958333333,10,sky,0.6324950456619263,0.19712723791599274,0.06032443576388889,0.11786675347222222,0.18873251974582672,0.008209511637687683,0.5458853244781494,0.6651808619499207,0.6881935596466064,0.39683738,0.41861,0.6073008
train,682c3e7d-d7c29656.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/682c3e7d-d7c29656.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/682c3e7d-d7c29656_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,9,10,13,255",0.3612282986111111,10,sky,0.5560806393623352,0.30020904541015625,0.18379448784722222,0.3881890190972222,0.11962699145078659,0.005135664716362953,0.5567485690116882,0.5596970319747925,0.534911572933197,0.42009524,0.38946703,0.60716695
val,9dccd5bd-67d455b3.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/9dccd5bd-67d455b3.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/9dccd5bd-67d455b3_train_id.png,True,True,720,1280,720,1280,6,"0,8,10,11,13,255",0.272138671875,10,sky,0.56857830286026,0.27256518602371216,0.163642578125,0.17687391493055554,0.15485641360282898,0.004465390928089619,0.5167686343193054,0.5755872130393982,0.6678734421730042,0.41214803,0.39228904,0.6070605
train,00e9be89-00001515.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001515.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001515_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,7,8,10,13,14,15,255",0.017710503472222222,10,sky,0.5978041291236877,0.2744676172733307,0.10964735243055555,0.3346440972222222,0.08443383127450943,0.008165561594069004,0.5654165744781494,0.613617479801178,0.5983750820159912,0.42042524,0.41242167,0.6068815
train,8b773dfc-355ad21d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/8b773dfc-355ad21d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/8b773dfc-355ad21d_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,7,8,10,12,13,17,255",0.08862087673611112,10,sky,0.5672765374183655,0.3009212613105774,0.1988791232638889,0.38657660590277776,0.10768227279186249,0.0073546734638512135,0.5016156435012817,0.5935907363891602,0.6030142307281494,0.42199424,0.3960437,0.6067
train,9fd7efc6-a48fd2b1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/9fd7efc6-a48fd2b1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/9fd7efc6-a48fd2b1_train_id.png,True,True,720,1280,720,1280,10,"0,2,5,6,7,8,9,10,13,255",0.22177734375,10,sky,0.5983225703239441,0.20147216320037842,0.04336154513888889,0.08055338541666666,0.21643944084644318,0.008300584740936756,0.5129290819168091,0.6213165521621704,0.7025125622749329,0.39539635,0.40239042,0.6063194
train,3fd1e923-bcb08a1c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3fd1e923-bcb08a1c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3fd1e923-bcb08a1c_train_id.png,True,True,720,1280,720,1280,7,"0,2,5,8,10,13,255",0.10675564236111111,10,sky,0.647625744342804,0.1800438016653061,0.031414930555555554,0.14402235243055556,0.18979637324810028,0.007573998533189297,0.5658900737762451,0.6713945865631104,0.7344595193862915,0.3951643,0.42699185,0.60629416
train,00e9be89-00001220.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001220.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001220_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,4,5,7,8,10,13,14,255",0.1290212673611111,10,sky,0.6043914556503296,0.22678841650485992,0.023121744791666666,0.26873372395833334,0.1408700942993164,0.01592951826751232,0.534052312374115,0.6340774893760681,0.6327005624771118,0.40785363,0.41240692,0.6060423
train,3d1a6305-3980e3bc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3d1a6305-3980e3bc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3d1a6305-3980e3bc_train_id.png,True,True,720,1280,720,1280,8,"0,3,5,8,9,10,13,255",0.00533203125,10,sky,0.5805078148841858,0.21814636886119843,0.09080186631944444,0.09844401041666667,0.22399641573429108,0.013192334212362766,0.48409366607666016,0.6209430694580078,0.622257649898529,0.39753926,0.3939379,0.6058385
train,2f45dd26-b4595092.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2f45dd26-b4595092.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2f45dd26-b4595092_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,4,5,7,8,9,10,13,255",0.12425238715277778,10,sky,0.5798596143722534,0.263410747051239,0.05377821180555555,0.321396484375,0.10612276941537857,0.02373436838388443,0.5181542038917542,0.6039420366287231,0.616550862789154,0.41742477,0.40451038,0.60581774
train,0d3f5fba-01b6e9e2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0d3f5fba-01b6e9e2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0d3f5fba-01b6e9e2_train_id.png,True,True,720,1280,720,1280,12,"0,2,3,4,5,7,8,10,13,14,15,255",0.020934244791666667,10,sky,0.6081743836402893,0.24806155264377594,0.059964192708333336,0.26560546875,0.10302255302667618,0.006050541996955872,0.556279718875885,0.6246505379676819,0.6568289995193481,0.41566795,0.4176859,0.6056169
train,5f6197ca-079b0000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/5f6197ca-079b0000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/5f6197ca-079b0000_train_id.png,True,True,720,1280,720,1280,9,"0,3,4,5,8,10,13,14,255",0.0890234375,10,sky,0.592531144618988,0.20010368525981903,0.04704318576388889,0.12217013888888889,0.22638913989067078,0.008991424925625324,0.4962175786495209,0.622153639793396,0.6899135112762451,0.39507088,0.4002536,0.60533583
train,67a9f729-e9eb734e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/67a9f729-e9eb734e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/67a9f729-e9eb734e_train_id.png,True,True,720,1280,720,1280,13,"0,1,2,3,4,5,7,8,9,10,11,13,255",0.2379763454861111,10,sky,0.5855968594551086,0.24437831342220306,0.08319878472222222,0.243076171875,0.15242202579975128,0.010685744695365429,0.5353047847747803,0.6091762185096741,0.5957931280136108,0.41003767,0.40351987,0.6052143
train,06b95e31-b5405135.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06b95e31-b5405135.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06b95e31-b5405135_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,5,8,9,10,13,255",0.003125,10,sky,0.5608006119728088,0.3303302526473999,0.21051106770833333,0.3734309895833333,0.050995998084545135,0.008530308492481709,0.5453587770462036,0.5709838271141052,0.5473801493644714,0.43429863,0.40030548,0.6050945
train,4f117b24-031ca0dd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4f117b24-031ca0dd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4f117b24-031ca0dd_train_id.png,True,True,720,1280,720,1280,7,"0,2,5,8,10,13,255",0.17842122395833335,10,sky,0.6221897602081299,0.22987668216228485,0.011731770833333334,0.3639040798611111,0.10047706961631775,0.004944177344441414,0.5668867230415344,0.6455060243606567,0.6436781883239746,0.4138686,0.42557642,0.6049718
train,1b683934-47543601.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1b683934-47543601.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1b683934-47543601_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,9,10,13,255",0.05765625,10,sky,0.614883542060852,0.1910635530948639,0.03213324652777778,0.05837239583333333,0.2072877287864685,0.007881478406488895,0.5130550265312195,0.6503833532333374,0.6959613561630249,0.39624688,0.41268694,0.6049234
train,0fd5c032-3f1d4196.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0fd5c032-3f1d4196.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0fd5c032-3f1d4196_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,7,8,9,10,11,13,15,255",0.08033203125,10,sky,0.5410998463630676,0.30654144287109375,0.07022569444444444,0.3705588107638889,0.06761251389980316,0.011039020493626595,0.5202599167823792,0.5522845387458801,0.5388974547386169,0.4292898,0.39197895,0.6046927
train,0f1c1335-f2117479.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0f1c1335-f2117479.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0f1c1335-f2117479_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,6,7,8,10,13,14,255",0.019367404513888888,10,sky,0.5799611210823059,0.29347798228263855,0.11502495659722223,0.37765625,0.06215926259756088,0.012408597394824028,0.5423955917358398,0.5997403860092163,0.5743634700775146,0.42808104,0.40962085,0.6045476
train,2cc09d93-c3f88f5b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2cc09d93-c3f88f5b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2cc09d93-c3f88f5b_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,6,8,9,10,13,255",0.06840494791666667,10,sky,0.6225862503051758,0.25890251994132996,0.05757703993055555,0.44408854166666667,0.05396727845072746,0.005270285066217184,0.5960984826087952,0.6374950408935547,0.6128658652305603,0.42382064,0.43003696,0.60453224
train,4c84109f-d09353a0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4c84109f-d09353a0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4c84109f-d09353a0_train_id.png,True,True,720,1280,720,1280,6,"0,10,13,14,15,255",0.2284299045138889,10,sky,0.5827818512916565,0.270529180765152,0.09591688368055555,0.3954134114583333,0.10069842636585236,0.008245815522968769,0.5297369956970215,0.6093920469284058,0.583551287651062,0.4205418,0.40790424,0.60436994
train,a1064e6d-910ae454.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/a1064e6d-910ae454.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/a1064e6d-910ae454_train_id.png,True,True,720,1280,720,1280,7,"0,5,8,9,10,11,255",0.5756108940972222,10,sky,0.626583993434906,0.26049432158470154,0.010268012152777778,0.4017610677083333,0.02161700278520584,0.0059202006086707115,0.6249150037765503,0.6277029514312744,0.6203933358192444,0.42822033,0.43597457,0.60396034
val,9d7aed86-9b65ac4b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/9d7aed86-9b65ac4b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/9d7aed86-9b65ac4b_train_id.png,True,True,720,1280,720,1280,8,"0,1,5,7,8,10,13,255",0.25919921875,10,sky,0.6069386601448059,0.21603919565677643,0.052399088541666666,0.18221788194444444,0.16692158579826355,0.011880551464855671,0.5613259077072144,0.6250196695327759,0.6297765970230103,0.40595737,0.41458955,0.60343647
train,25b7445c-a4270000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/25b7445c-a4270000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/25b7445c-a4270000_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,4,5,7,8,10,13,255",0.016920572916666668,10,sky,0.46456021070480347,0.24197237193584442,0.17118598090277778,0.07813042534722223,0.3627440333366394,0.008878283202648163,0.31095612049102783,0.5028963088989258,0.6682167053222656,0.38813156,0.33226445,0.60342556
val,9f25cb92-1bf5efe7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/9f25cb92-1bf5efe7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/9f25cb92-1bf5efe7_train_id.png,True,True,720,1280,720,1280,9,"0,5,7,8,9,10,13,14,255",0.06963758680555555,0,road,0.642816960811615,0.19908706843852997,0.05580837673611111,0.08869900173611112,0.15450066328048706,0.013027476146817207,0.5846442580223083,0.667277991771698,0.6660348773002625,0.40533486,0.43248463,0.602895
train,6ddf87cb-79f4eafa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/6ddf87cb-79f4eafa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/6ddf87cb-79f4eafa_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,8,9,10,13,14,255",0.0309375,10,sky,0.5754626989364624,0.18233062326908112,0.03340928819444444,0.04030598958333333,0.276582270860672,0.008282569237053394,0.4451889395713806,0.6178649067878723,0.6961410045623779,0.38940233,0.39188242,0.6027707
train,6fdd66ab-aebd0000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/6fdd66ab-aebd0000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/6fdd66ab-aebd0000_train_id.png,True,True,720,1280,720,1280,7,"0,2,5,8,10,13,255",0.05810655381944444,10,sky,0.5731619000434875,0.29371336102485657,0.13045572916666667,0.45472222222222225,0.07250533252954483,0.004622551612555981,0.5318222641944885,0.5893410444259644,0.5952867269515991,0.42886028,0.40815094,0.60265577
train,00e9be89-00001225.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001225.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001225_train_id.png,True,True,720,1280,720,1280,10,"0,2,4,5,7,8,10,13,14,255",0.049573567708333335,10,sky,0.6904778480529785,0.17815230786800385,0.0162109375,0.37617296006944445,0.11566358804702759,0.009306502528488636,0.637761116027832,0.7100901007652283,0.7211885452270508,0.4068217,0.45811936,0.6025778
train,1ffd195c-cab885db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1ffd195c-cab885db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1ffd195c-cab885db_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,9,10,13,255",0.09402669270833333,10,sky,0.620270848274231,0.18772226572036743,0.00031358506944444446,0.210625,0.18567736446857452,0.009512869641184807,0.559440016746521,0.645316481590271,0.6481320261955261,0.4005218,0.42066723,0.602545
train,0d93653a-52e61ac9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0d93653a-52e61ac9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0d93653a-52e61ac9_train_id.png,True,True,720,1280,720,1280,10,"0,3,5,7,8,9,10,13,14,255",0.09064670138888889,10,sky,0.5612061619758606,0.23398809134960175,0.14568576388888888,0.071611328125,0.23006197810173035,0.009303415194153786,0.4643276035785675,0.5941851735115051,0.642845094203949,0.40266174,0.3889916,0.6024184
