image_name,image_path,scene,scene_group,timeofday,weather,num_detections,has_drivable
b96c88de-92c2d62b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b96c88de-92c2d62b.jpg,city street,city street,dawn/dusk,snowy,32,True
c733594f-0aa2baf5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c733594f-0aa2baf5.jpg,city street,city street,daytime,snowy,22,True
c7eab2ff-fad5c867.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c7eab2ff-fad5c867.jpg,city street,city street,night,clear,5,True
b8bb2022-f22d2908.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b8bb2022-f22d2908.jpg,residential,residential,night,clear,6,True
b87ee3bb-be0b1bb6.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b87ee3bb-be0b1bb6.jpg,city street,city street,night,clear,28,True
c0cb2de6-501299c6.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0cb2de6-501299c6.jpg,residential,residential,daytime,overcast,28,True
c8c97803-6c607d47.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c8c97803-6c607d47.jpg,city street,city street,night,clear,40,True
c080a244-73db7e97.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c080a244-73db7e97.jpg,city street,city street,night,clear,23,True
c07733d0-79ec92e9.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c07733d0-79ec92e9.jpg,residential,residential,daytime,partly cloudy,22,True
b3e51564-d2ac524c.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3e51564-d2ac524c.jpg,city street,city street,daytime,rainy,24,True
b26cfcdc-eb092da8.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b26cfcdc-eb092da8.jpg,city street,city street,daytime,rainy,18,True
bae47c98-102dd98e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bae47c98-102dd98e.jpg,city street,city street,daytime,clear,13,True
c3999837-32005ed6.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c3999837-32005ed6.jpg,city street,city street,daytime,undefined,20,True
bc574681-398fb5d1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bc574681-398fb5d1.jpg,city street,city street,night,clear,6,True
b4fe0b47-77c4f249.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4fe0b47-77c4f249.jpg,parking lot,other,daytime,snowy,15,True
c963fa4b-a46ed02b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c963fa4b-a46ed02b.jpg,city street,city street,daytime,undefined,48,True
b1ceb32e-51852abe.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b1ceb32e-51852abe.jpg,city street,city street,dawn/dusk,clear,14,True
c43052f6-662bb3a2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c43052f6-662bb3a2.jpg,highway,highway,daytime,clear,27,True
c4b3ce3d-2e77b39d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4b3ce3d-2e77b39d.jpg,highway,highway,daytime,overcast,9,True
c1f65250-7a0e931b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1f65250-7a0e931b.jpg,highway,highway,daytime,clear,6,True
c586b898-260e642f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c586b898-260e642f.jpg,city street,city street,night,clear,15,True
c1a5825c-16222044.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1a5825c-16222044.jpg,city street,city street,night,rainy,15,True
b9d34460-d648a4c1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9d34460-d648a4c1.jpg,highway,highway,daytime,rainy,31,True
c7c5969b-f1bc3e3a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c7c5969b-f1bc3e3a.jpg,highway,highway,daytime,overcast,8,True
c9957093-21cf5834.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c9957093-21cf5834.jpg,highway,highway,night,clear,8,True
c8a5ddd2-3dae7adb.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c8a5ddd2-3dae7adb.jpg,highway,highway,night,clear,4,True
c389631f-34a8e513.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c389631f-34a8e513.jpg,city street,city street,daytime,clear,8,True
bea74140-801c009e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bea74140-801c009e.jpg,city street,city street,daytime,clear,30,True
bcaf73c1-7b70b7bd.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bcaf73c1-7b70b7bd.jpg,city street,city street,night,clear,24,True
bf44f0b6-9e06f79f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf44f0b6-9e06f79f.jpg,highway,highway,night,clear,10,True
b7a8e795-ff80fddf.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7a8e795-ff80fddf.jpg,city street,city street,daytime,overcast,25,True
c2425dd9-c679e796.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2425dd9-c679e796.jpg,city street,city street,night,clear,8,True
ba9e2861-004544a0.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba9e2861-004544a0.jpg,highway,highway,night,clear,19,True
c1a99e5b-c709000a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1a99e5b-c709000a.jpg,highway,highway,daytime,clear,12,True
c2bd70f5-b518c14f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2bd70f5-b518c14f.jpg,highway,highway,daytime,undefined,21,True
b88522ea-e38b4bec.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b88522ea-e38b4bec.jpg,highway,highway,night,clear,9,True
b88a00df-e8484d02.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b88a00df-e8484d02.jpg,city street,city street,night,clear,12,True
b6219281-9780cb21.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b6219281-9780cb21.jpg,city street,city street,daytime,clear,10,True
b674bc13-24a7836b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b674bc13-24a7836b.jpg,city street,city street,night,clear,20,True
bca3720a-3423755f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bca3720a-3423755f.jpg,residential,residential,night,clear,6,True
c0ca172c-5f15e9fb.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0ca172c-5f15e9fb.jpg,city street,city street,night,clear,16,True
c8ce53ef-5bbb0ed2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c8ce53ef-5bbb0ed2.jpg,highway,highway,night,clear,4,True
b4174c37-1f3b4b77.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4174c37-1f3b4b77.jpg,city street,city street,night,clear,22,True
c0677163-6bffc56f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0677163-6bffc56f.jpg,city street,city street,dawn/dusk,overcast,18,True
bd290539-e7fe47b4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bd290539-e7fe47b4.jpg,city street,city street,night,clear,12,True
beebb876-a43fa1b4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/beebb876-a43fa1b4.jpg,city street,city street,dawn/dusk,overcast,27,True
c6a47cec-c221b550.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c6a47cec-c221b550.jpg,city street,city street,dawn/dusk,overcast,19,True
b33ced12-5caa9205.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b33ced12-5caa9205.jpg,highway,highway,daytime,clear,17,True
b89bf84d-046670ed.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b89bf84d-046670ed.jpg,city street,city street,daytime,partly cloudy,20,True
c6bb3f2e-9bfda4df.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c6bb3f2e-9bfda4df.jpg,city street,city street,night,clear,38,True
be3f0272-4444e669.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/be3f0272-4444e669.jpg,city street,city street,night,clear,18,True
bf971590-0308762e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf971590-0308762e.jpg,residential,residential,night,rainy,5,True
b7a97cb6-1d099495.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7a97cb6-1d099495.jpg,city street,city street,night,clear,16,True
b729d9e2-a4d95e09.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b729d9e2-a4d95e09.jpg,city street,city street,daytime,undefined,16,True
b1dce572-c6a8cb5e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b1dce572-c6a8cb5e.jpg,residential,residential,daytime,clear,24,True
b9e12f59-40d0d945.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9e12f59-40d0d945.jpg,city street,city street,night,clear,14,True
bf671862-75861ff3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf671862-75861ff3.jpg,city street,city street,daytime,undefined,24,True
c0773447-c1d1508b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0773447-c1d1508b.jpg,city street,city street,night,clear,25,True
bd816a01-87bcd028.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bd816a01-87bcd028.jpg,city street,city street,night,clear,19,True
c4ceb792-87e9c3b2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4ceb792-87e9c3b2.jpg,residential,residential,daytime,undefined,16,True
c04246b7-d3f8084d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c04246b7-d3f8084d.jpg,highway,highway,night,clear,6,True
c9cf1065-0f19dbe2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c9cf1065-0f19dbe2.jpg,city street,city street,night,snowy,17,True
beec1825-ec4450ad.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/beec1825-ec4450ad.jpg,city street,city street,night,clear,16,True
b9102500-70bcb1c3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9102500-70bcb1c3.jpg,highway,highway,daytime,overcast,29,True
bb4fca33-008f9178.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bb4fca33-008f9178.jpg,residential,residential,night,clear,20,True
b36e0178-0f46bca5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b36e0178-0f46bca5.jpg,city street,city street,night,clear,2,True
bf245ae0-7630688e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf245ae0-7630688e.jpg,city street,city street,night,clear,25,True
c1362f73-ddc9206a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1362f73-ddc9206a.jpg,residential,residential,night,clear,14,True
b3060c96-d2391b61.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3060c96-d2391b61.jpg,highway,highway,daytime,overcast,20,True
b5115080-37a89b9c.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b5115080-37a89b9c.jpg,highway,highway,night,clear,16,True
bd0db9ed-cdca9422.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bd0db9ed-cdca9422.jpg,city street,city street,night,rainy,20,True
c464c963-0279dcc0.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c464c963-0279dcc0.jpg,highway,highway,daytime,snowy,22,True
be860305-899a96c3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/be860305-899a96c3.jpg,city street,city street,night,clear,25,True
b3e70fdd-e1df8660.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3e70fdd-e1df8660.jpg,city street,city street,night,clear,28,True
bc715fc7-70c49d0a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bc715fc7-70c49d0a.jpg,city street,city street,night,clear,25,True
bcaf73c1-9c01f981.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bcaf73c1-9c01f981.jpg,city street,city street,night,clear,23,True
bfaca2bb-b5223147.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bfaca2bb-b5223147.jpg,highway,highway,dawn/dusk,clear,7,True
c696b1c8-4e0accee.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c696b1c8-4e0accee.jpg,city street,city street,daytime,overcast,20,True
c2d33423-8f1d3d05.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2d33423-8f1d3d05.jpg,city street,city street,daytime,overcast,32,True
c48f5464-73d132a1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c48f5464-73d132a1.jpg,residential,residential,daytime,overcast,22,True
b26cfcdc-10346684.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b26cfcdc-10346684.jpg,city street,city street,daytime,rainy,16,True
b36a5c73-437be32a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b36a5c73-437be32a.jpg,city street,city street,daytime,snowy,12,True
c0b45bc6-df6c6ee7.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0b45bc6-df6c6ee7.jpg,city street,city street,night,clear,13,True
ca587a24-113bd37a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ca587a24-113bd37a.jpg,highway,highway,daytime,undefined,4,True
c2a4a88f-1a60e4a6.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2a4a88f-1a60e4a6.jpg,city street,city street,daytime,clear,41,True
bb725082-6cfb3269.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bb725082-6cfb3269.jpg,residential,residential,daytime,clear,15,True
b4946e87-f31e29b1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4946e87-f31e29b1.jpg,city street,city street,night,clear,27,True
b803d91d-e65a9c14.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b803d91d-e65a9c14.jpg,city street,city street,daytime,snowy,30,True
c2054961-03b26a4f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2054961-03b26a4f.jpg,city street,city street,night,rainy,28,True
bdcb68eb-8174c535.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bdcb68eb-8174c535.jpg,city street,city street,night,snowy,26,True
c43fb080-64852108.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c43fb080-64852108.jpg,highway,highway,night,clear,15,True
c379f9c4-9e689b20.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c379f9c4-9e689b20.jpg,highway,highway,daytime,overcast,10,True
b4632db3-9724d92c.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4632db3-9724d92c.jpg,highway,highway,daytime,rainy,10,True
b5465c6e-42759087.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b5465c6e-42759087.jpg,city street,city street,night,clear,16,True
b350afdd-9c872c22.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b350afdd-9c872c22.jpg,residential,residential,night,clear,10,True
c197a2a7-5b960a7f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c197a2a7-5b960a7f.jpg,residential,residential,daytime,clear,21,True
c5a178bf-637d1750.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c5a178bf-637d1750.jpg,highway,highway,night,clear,11,True
b797d23a-a415ce55.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b797d23a-a415ce55.jpg,residential,residential,daytime,undefined,27,True
bb8dba97-2560a871.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bb8dba97-2560a871.jpg,city street,city street,dawn/dusk,overcast,20,True
c9fc208f-16aa9283.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c9fc208f-16aa9283.jpg,city street,city street,daytime,partly cloudy,12,True
b99f250d-886111c5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b99f250d-886111c5.jpg,city street,city street,night,clear,12,True
bd415d27-9b1d4637.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bd415d27-9b1d4637.jpg,city street,city street,night,clear,10,True
c6c08fb0-cb0efab6.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c6c08fb0-cb0efab6.jpg,highway,highway,daytime,snowy,10,True
c26f2635-26462f90.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c26f2635-26462f90.jpg,city street,city street,night,clear,13,True
c20db6e7-6613883a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c20db6e7-6613883a.jpg,parking lot,other,night,clear,10,True
bcef3e08-16df1f59.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bcef3e08-16df1f59.jpg,highway,highway,daytime,overcast,6,True
c6bf8d8a-b5474262.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c6bf8d8a-b5474262.jpg,highway,highway,daytime,overcast,18,True
b59f0750-f228a9a2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b59f0750-f228a9a2.jpg,city street,city street,night,clear,32,True
b86fc3d9-021f0bb5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b86fc3d9-021f0bb5.jpg,city street,city street,daytime,snowy,14,True
b3acb0a1-f459ea19.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3acb0a1-f459ea19.jpg,city street,city street,night,clear,26,True
beb12388-c1f4f3b1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/beb12388-c1f4f3b1.jpg,city street,city street,night,clear,19,True
b2d502aa-f9141409.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b2d502aa-f9141409.jpg,city street,city street,night,clear,37,True
b83869a3-3023291d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b83869a3-3023291d.jpg,city street,city street,night,snowy,25,True
bab692c9-35904fdb.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bab692c9-35904fdb.jpg,city street,city street,daytime,clear,14,True
b27cde22-56abd0e1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b27cde22-56abd0e1.jpg,highway,highway,daytime,snowy,11,True
ba99033d-82ea8fb8.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba99033d-82ea8fb8.jpg,city street,city street,daytime,undefined,20,True
b4ed5563-e22cb18a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4ed5563-e22cb18a.jpg,city street,city street,night,clear,27,True
b7548e7c-9b143316.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7548e7c-9b143316.jpg,city street,city street,night,clear,28,True
c50faaad-a8463d3d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c50faaad-a8463d3d.jpg,city street,city street,dawn/dusk,clear,37,True
c3bb4925-f78e285a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c3bb4925-f78e285a.jpg,highway,highway,daytime,clear,17,True
b2a4bc4d-b251ccb1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b2a4bc4d-b251ccb1.jpg,highway,highway,night,clear,12,True
c8ef6dea-8a327e57.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c8ef6dea-8a327e57.jpg,highway,highway,dawn/dusk,clear,14,True
c3fd9aad-7e464a06.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c3fd9aad-7e464a06.jpg,highway,highway,daytime,snowy,7,True
b23b2649-1a78948d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b23b2649-1a78948d.jpg,city street,city street,daytime,partly cloudy,8,True
b62e6504-1be1ddd7.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b62e6504-1be1ddd7.jpg,city street,city street,dawn/dusk,rainy,23,True
b1e88fd2-c1e4fd2b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b1e88fd2-c1e4fd2b.jpg,highway,highway,night,clear,6,True
b22a4d9f-48b2e986.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b22a4d9f-48b2e986.jpg,highway,highway,daytime,partly cloudy,18,True
c968f598-3507eb4b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c968f598-3507eb4b.jpg,highway,highway,night,clear,11,True
c94b896e-40638bf9.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c94b896e-40638bf9.jpg,highway,highway,daytime,clear,20,True
c55dde26-9a4d91e4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c55dde26-9a4d91e4.jpg,city street,city street,dawn/dusk,clear,25,True
b730ab01-492b4489.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b730ab01-492b4489.jpg,residential,residential,night,clear,21,True
bbc06e30-258b4f53.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bbc06e30-258b4f53.jpg,residential,residential,night,clear,23,True
